,circuitId,driverId1,driverStanding1,constructorStanding1,position1,inPit1,status1,laptime1,driverId2,driverStanding2,constructorStanding2,position2,inPit2,status2,laptime2,driverId3,driverStanding3,constructorStanding3,position3,inPit3,status3,laptime3,driverId4,driverStanding4,constructorStanding4,position4,inPit4,status4,laptime4,driverId5,driverStanding5,constructorStanding5,position5,inPit5,status5,laptime5,driverId6,driverStanding6,constructorStanding6,position6,inPit6,status6,laptime6,driverId7,driverStanding7,constructorStanding7,position7,inPit7,status7,laptime7,driverId8,driverStanding8,constructorStanding8,position8,inPit8,status8,laptime8,driverId9,driverStanding9,constructorStanding9,position9,inPit9,status9,laptime9,driverId10,driverStanding10,constructorStanding10,position10,inPit10,status10,laptime10,driverId11,driverStanding11,constructorStanding11,position11,inPit11,status11,laptime11,driverId12,driverStanding12,constructorStanding12,position12,inPit12,status12,laptime12,driverId13,driverStanding13,constructorStanding13,position13,inPit13,status13,laptime13,driverId14,driverStanding14,constructorStanding14,position14,inPit14,status14,laptime14,driverId15,driverStanding15,constructorStanding15,position15,inPit15,status15,laptime15,driverId16,driverStanding16,constructorStanding16,position16,inPit16,status16,laptime16,driverId17,driverStanding17,constructorStanding17,position17,inPit17,status17,laptime17,driverId18,driverStanding18,constructorStanding18,position18,inPit18,status18,laptime18,driverId19,driverStanding19,constructorStanding19,position19,inPit19,status19,laptime19,driverId20,driverStanding20,constructorStanding20,position20,inPit20,status20,laptime20,constructorStanding21,constructorStanding22,constructorStanding23,constructorStanding24,driverId21,driverId22,driverId23,driverId24,driverStanding21,driverStanding22,driverStanding23,driverStanding24,inPit21,inPit22,inPit23,inPit24,laptime21,laptime22,laptime23,laptime24,position21,position22,position23,position24,status21,status22,status23,status24
0,15.0,1.0,2.0,2.0,1.0,0.0,0.0,106.362,813.0,15.0,8.0,2.0,0.0,0.0,106.804,20.0,4.0,1.0,3.0,0.0,0.0,106.905,18.0,6.0,2.0,4.0,0.0,0.0,106.939,4.0,1.0,3.0,5.0,0.0,0.0,107.21600000000001,814.0,13.0,7.0,6.0,0.0,0.0,107.241,17.0,5.0,1.0,7.0,0.0,0.0,107.475,154.0,8.0,4.0,8.0,0.0,0.0,107.788,30.0,11.0,5.0,9.0,0.0,0.0,107.82300000000001,3.0,7.0,5.0,10.0,0.0,0.0,107.943,807.0,14.0,7.0,11.0,0.0,0.0,107.975,8.0,3.0,4.0,12.0,0.0,0.0,108.261,13.0,10.0,3.0,13.0,0.0,0.0,108.344,815.0,9.0,6.0,14.0,0.0,0.0,108.505,817.0,18.0,9.0,15.0,0.0,0.0,108.774,818.0,17.0,9.0,16.0,0.0,0.0,108.84899999999999,155.0,12.0,6.0,18.0,0.0,0.0,109.93299999999999,808.0,20.0,10.0,19.0,0.0,0.0,110.846,5.0,19.0,10.0,20.0,0.0,0.0,111.137,10.0,22.0,11.0,21.0,0.0,0.0,111.37,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,111.762,109.809,112.372,113.35499999999999,22.0,17.0,23.0,24.0,0.0,0.0,0.0,0.0
1,15.0,1.0,2.0,2.0,1.0,0.0,0.0,119.387,813.0,15.0,8.0,4.0,0.0,0.0,123.654,20.0,4.0,1.0,2.0,0.0,0.0,120.608,18.0,6.0,2.0,3.0,0.0,0.0,122.589,4.0,1.0,3.0,5.0,0.0,0.0,124.729,814.0,13.0,7.0,6.0,0.0,0.0,125.591,17.0,5.0,1.0,7.0,0.0,0.0,126.507,154.0,8.0,4.0,8.0,0.0,0.0,127.314,30.0,11.0,5.0,10.0,0.0,0.0,128.55,3.0,7.0,5.0,9.0,0.0,0.0,127.94,807.0,14.0,7.0,12.0,0.0,0.0,129.648,8.0,3.0,4.0,11.0,0.0,0.0,129.239,13.0,10.0,3.0,24.0,1.0,0.0,174.254,815.0,9.0,6.0,13.0,0.0,0.0,130.182,817.0,18.0,9.0,14.0,0.0,0.0,130.715,818.0,17.0,9.0,15.0,0.0,0.0,131.425,155.0,12.0,6.0,19.0,0.0,0.0,133.781,808.0,20.0,10.0,23.0,1.0,0.0,147.211,5.0,19.0,10.0,16.0,0.0,0.0,132.024,10.0,22.0,11.0,17.0,0.0,0.0,132.614,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,134.889,133.184,136.444,136.068,20.0,18.0,22.0,21.0,0.0,0.0,0.0,0.0
2,15.0,1.0,2.0,2.0,1.0,0.0,0.0,116.779,813.0,15.0,8.0,4.0,0.0,0.0,118.17699999999999,20.0,4.0,1.0,2.0,0.0,0.0,117.07900000000001,18.0,6.0,2.0,3.0,0.0,0.0,117.827,4.0,1.0,3.0,5.0,0.0,0.0,118.511,814.0,13.0,7.0,6.0,0.0,0.0,118.694,17.0,5.0,1.0,7.0,0.0,0.0,118.892,154.0,8.0,4.0,8.0,0.0,0.0,119.168,30.0,11.0,5.0,10.0,0.0,0.0,119.67,3.0,7.0,5.0,9.0,0.0,0.0,119.434,807.0,14.0,7.0,12.0,0.0,0.0,119.95400000000001,8.0,3.0,4.0,11.0,0.0,0.0,119.744,13.0,10.0,3.0,24.0,0.0,0.0,140.684,815.0,9.0,6.0,13.0,0.0,0.0,119.89699999999999,817.0,18.0,9.0,14.0,0.0,0.0,120.455,818.0,17.0,9.0,15.0,0.0,0.0,120.532,155.0,12.0,6.0,19.0,0.0,0.0,120.995,808.0,20.0,10.0,23.0,0.0,0.0,145.802,5.0,19.0,10.0,16.0,0.0,0.0,120.577,10.0,22.0,11.0,17.0,0.0,0.0,120.78,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,122.198,120.768,122.626,122.428,20.0,18.0,22.0,21.0,0.0,0.0,0.0,0.0
3,15.0,1.0,2.0,2.0,1.0,0.0,0.0,116.271,813.0,15.0,8.0,4.0,0.0,0.0,117.37100000000001,20.0,4.0,1.0,2.0,0.0,0.0,116.187,18.0,6.0,2.0,3.0,0.0,0.0,117.43,4.0,1.0,3.0,5.0,0.0,0.0,118.202,814.0,13.0,7.0,6.0,0.0,0.0,118.527,17.0,5.0,1.0,7.0,0.0,0.0,118.33500000000001,154.0,8.0,4.0,8.0,0.0,0.0,118.312,30.0,11.0,5.0,10.0,0.0,0.0,118.926,3.0,7.0,5.0,9.0,0.0,0.0,118.64500000000001,807.0,14.0,7.0,12.0,0.0,0.0,118.795,8.0,3.0,4.0,11.0,0.0,0.0,118.687,13.0,10.0,3.0,24.0,0.0,0.0,116.86699999999999,815.0,9.0,6.0,13.0,0.0,0.0,118.761,817.0,18.0,9.0,14.0,0.0,0.0,119.24799999999999,818.0,17.0,9.0,15.0,0.0,0.0,119.104,155.0,12.0,6.0,19.0,0.0,0.0,120.126,808.0,20.0,10.0,23.0,0.0,0.0,118.914,5.0,19.0,10.0,16.0,0.0,0.0,119.50999999999999,10.0,22.0,11.0,17.0,0.0,0.0,119.731,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,120.886,119.703,122.731,121.453,20.0,18.0,22.0,21.0,0.0,0.0,0.0,0.0
4,15.0,1.0,2.0,2.0,1.0,0.0,0.0,115.777,813.0,15.0,8.0,4.0,0.0,0.0,117.564,20.0,4.0,1.0,2.0,0.0,0.0,116.09,18.0,6.0,2.0,3.0,0.0,0.0,116.896,4.0,1.0,3.0,5.0,0.0,0.0,117.6,814.0,13.0,7.0,6.0,0.0,0.0,117.964,17.0,5.0,1.0,7.0,0.0,0.0,118.10499999999999,154.0,8.0,4.0,8.0,0.0,0.0,118.12700000000001,30.0,11.0,5.0,10.0,0.0,0.0,118.11,3.0,7.0,5.0,9.0,0.0,0.0,118.47999999999999,807.0,14.0,7.0,12.0,0.0,0.0,118.382,8.0,3.0,4.0,11.0,0.0,0.0,118.191,13.0,10.0,3.0,24.0,0.0,0.0,115.664,815.0,9.0,6.0,13.0,0.0,0.0,118.456,817.0,18.0,9.0,14.0,0.0,0.0,119.04599999999999,818.0,17.0,9.0,15.0,0.0,0.0,119.071,155.0,12.0,6.0,19.0,0.0,0.0,119.547,808.0,20.0,10.0,23.0,0.0,0.0,119.25399999999999,5.0,19.0,10.0,16.0,0.0,0.0,119.191,10.0,22.0,11.0,18.0,0.0,0.0,120.22,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,120.267,118.59,123.286,120.985,20.0,17.0,22.0,21.0,0.0,0.0,0.0,0.0
5,15.0,1.0,2.0,2.0,1.0,0.0,0.0,116.142,813.0,15.0,8.0,4.0,0.0,0.0,116.631,20.0,4.0,1.0,2.0,0.0,0.0,116.255,18.0,6.0,2.0,3.0,0.0,0.0,116.717,4.0,1.0,3.0,5.0,0.0,0.0,117.152,814.0,13.0,7.0,6.0,0.0,0.0,117.475,17.0,5.0,1.0,7.0,0.0,0.0,117.35,154.0,8.0,4.0,8.0,0.0,0.0,117.596,30.0,11.0,5.0,10.0,0.0,0.0,118.443,3.0,7.0,5.0,9.0,0.0,0.0,117.97999999999999,807.0,14.0,7.0,12.0,0.0,0.0,118.232,8.0,3.0,4.0,11.0,0.0,0.0,118.36099999999999,13.0,10.0,3.0,24.0,0.0,0.0,115.782,815.0,9.0,6.0,13.0,0.0,0.0,118.444,817.0,18.0,9.0,14.0,0.0,0.0,118.45,818.0,17.0,9.0,15.0,0.0,0.0,118.505,155.0,12.0,6.0,19.0,0.0,0.0,118.87100000000001,808.0,20.0,10.0,23.0,0.0,0.0,118.464,5.0,19.0,10.0,16.0,0.0,0.0,118.898,10.0,22.0,11.0,18.0,0.0,0.0,119.166,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,120.241,119.19,123.711,121.429,20.0,17.0,22.0,21.0,0.0,0.0,0.0,0.0
6,15.0,1.0,2.0,2.0,1.0,0.0,0.0,116.783,813.0,15.0,8.0,4.0,0.0,0.0,117.001,20.0,4.0,1.0,2.0,0.0,0.0,116.46600000000001,18.0,6.0,2.0,3.0,0.0,0.0,116.279,4.0,1.0,3.0,5.0,0.0,0.0,117.01400000000001,814.0,13.0,7.0,6.0,0.0,0.0,117.143,17.0,5.0,1.0,7.0,0.0,0.0,117.31700000000001,154.0,8.0,4.0,8.0,0.0,0.0,118.75800000000001,30.0,11.0,5.0,10.0,0.0,0.0,118.279,3.0,7.0,5.0,9.0,0.0,0.0,117.898,807.0,14.0,7.0,12.0,0.0,0.0,118.261,8.0,3.0,4.0,11.0,0.0,0.0,118.29599999999999,13.0,10.0,3.0,24.0,0.0,0.0,115.767,815.0,9.0,6.0,13.0,0.0,0.0,118.263,817.0,18.0,9.0,15.0,0.0,0.0,120.612,818.0,17.0,9.0,14.0,0.0,0.0,118.884,155.0,12.0,6.0,19.0,0.0,0.0,119.30799999999999,808.0,20.0,10.0,23.0,0.0,0.0,118.356,5.0,19.0,10.0,16.0,0.0,0.0,119.174,10.0,22.0,11.0,18.0,0.0,0.0,119.324,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,119.281,118.65100000000001,121.718,120.875,20.0,17.0,22.0,21.0,0.0,0.0,0.0,0.0
7,15.0,1.0,2.0,2.0,1.0,0.0,0.0,116.574,813.0,15.0,8.0,4.0,0.0,0.0,116.725,20.0,4.0,1.0,2.0,0.0,0.0,116.767,18.0,6.0,2.0,3.0,0.0,0.0,116.47999999999999,4.0,1.0,3.0,5.0,0.0,0.0,117.26400000000001,814.0,13.0,7.0,6.0,0.0,0.0,117.24199999999999,17.0,5.0,1.0,7.0,0.0,0.0,117.289,154.0,8.0,4.0,8.0,0.0,0.0,117.407,30.0,11.0,5.0,10.0,0.0,0.0,118.223,3.0,7.0,5.0,9.0,0.0,0.0,117.795,807.0,14.0,7.0,12.0,0.0,0.0,118.396,8.0,3.0,4.0,11.0,0.0,0.0,118.25200000000001,13.0,10.0,3.0,24.0,0.0,0.0,115.825,815.0,9.0,6.0,13.0,0.0,0.0,118.34700000000001,817.0,18.0,9.0,15.0,0.0,0.0,118.715,818.0,17.0,9.0,14.0,0.0,0.0,117.84700000000001,155.0,12.0,6.0,19.0,0.0,0.0,119.362,808.0,20.0,10.0,23.0,0.0,0.0,118.357,5.0,19.0,10.0,16.0,0.0,0.0,119.077,10.0,22.0,11.0,18.0,0.0,0.0,119.22800000000001,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,119.358,118.91,120.209,121.007,20.0,17.0,22.0,21.0,0.0,0.0,0.0,0.0
8,15.0,1.0,2.0,2.0,1.0,0.0,0.0,116.876,813.0,15.0,8.0,4.0,0.0,0.0,116.445,20.0,4.0,1.0,2.0,0.0,0.0,116.886,18.0,6.0,2.0,3.0,0.0,0.0,116.557,4.0,1.0,3.0,5.0,0.0,0.0,116.787,814.0,13.0,7.0,6.0,0.0,0.0,117.214,17.0,5.0,1.0,9.0,1.0,0.0,124.268,154.0,8.0,4.0,7.0,0.0,0.0,117.406,30.0,11.0,5.0,10.0,0.0,0.0,118.512,3.0,7.0,5.0,8.0,0.0,0.0,117.963,807.0,14.0,7.0,12.0,0.0,0.0,118.384,8.0,3.0,4.0,11.0,0.0,0.0,118.637,13.0,10.0,3.0,24.0,0.0,0.0,115.732,815.0,9.0,6.0,13.0,0.0,0.0,118.382,817.0,18.0,9.0,15.0,0.0,0.0,118.519,818.0,17.0,9.0,14.0,0.0,0.0,117.999,155.0,12.0,6.0,18.0,0.0,0.0,120.852,808.0,20.0,10.0,23.0,0.0,0.0,117.82300000000001,5.0,19.0,10.0,17.0,0.0,0.0,121.083,10.0,22.0,11.0,19.0,0.0,0.0,122.696,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,120.082,118.905,119.72800000000001,120.579,20.0,16.0,22.0,21.0,0.0,0.0,0.0,0.0
9,15.0,1.0,2.0,2.0,1.0,0.0,0.0,117.22,813.0,15.0,8.0,4.0,0.0,0.0,116.619,20.0,4.0,1.0,2.0,0.0,0.0,118.218,18.0,6.0,2.0,3.0,0.0,0.0,116.309,4.0,1.0,3.0,5.0,0.0,0.0,116.944,814.0,13.0,7.0,6.0,0.0,0.0,117.02199999999999,17.0,5.0,1.0,19.0,0.0,0.0,137.124,154.0,8.0,4.0,7.0,0.0,0.0,117.15299999999999,30.0,11.0,5.0,9.0,0.0,0.0,118.307,3.0,7.0,5.0,8.0,0.0,0.0,117.40899999999999,807.0,14.0,7.0,11.0,0.0,0.0,118.506,8.0,3.0,4.0,10.0,0.0,0.0,118.47200000000001,13.0,10.0,3.0,24.0,0.0,0.0,116.041,815.0,9.0,6.0,12.0,0.0,0.0,118.57300000000001,817.0,18.0,9.0,14.0,0.0,0.0,119.41499999999999,818.0,17.0,9.0,13.0,0.0,0.0,118.00200000000001,155.0,12.0,6.0,17.0,0.0,0.0,119.719,808.0,20.0,10.0,23.0,0.0,0.0,118.75200000000001,5.0,19.0,10.0,16.0,0.0,0.0,119.15,10.0,22.0,11.0,18.0,0.0,0.0,121.186,11.0,8.0,12.0,12.0,819.0,811.0,39.0,37.0,23.0,16.0,24.0,25.0,0.0,0.0,0.0,0.0,120.417,117.913,120.008,120.756,20.0,15.0,22.0,21.0,0.0,0.0,0.0,0.0
