,circuitId,driverId1,driverStanding1,constructorStanding1,position1,inPit1,status1,laptime1,driverId2,driverStanding2,constructorStanding2,position2,inPit2,status2,laptime2,driverId3,driverStanding3,constructorStanding3,position3,inPit3,status3,laptime3,driverId4,driverStanding4,constructorStanding4,position4,inPit4,status4,laptime4,driverId5,driverStanding5,constructorStanding5,position5,inPit5,status5,laptime5,driverId6,driverStanding6,constructorStanding6,position6,inPit6,status6,laptime6,driverId7,driverStanding7,constructorStanding7,position7,inPit7,status7,laptime7,driverId8,driverStanding8,constructorStanding8,position8,inPit8,status8,laptime8,driverId9,driverStanding9,constructorStanding9,position9,inPit9,status9,laptime9,driverId10,driverStanding10,constructorStanding10,position10,inPit10,status10,laptime10,driverId11,driverStanding11,constructorStanding11,position11,inPit11,status11,laptime11,driverId12,driverStanding12,constructorStanding12,position12,inPit12,status12,laptime12,driverId13,driverStanding13,constructorStanding13,position13,inPit13,status13,laptime13,driverId14,driverStanding14,constructorStanding14,position14,inPit14,status14,laptime14,driverId15,driverStanding15,constructorStanding15,position15,inPit15,status15,laptime15,driverId16,driverStanding16,constructorStanding16,position16,inPit16,status16,laptime16,driverId17,driverStanding17,constructorStanding17,position17,inPit17,status17,laptime17,driverId18,driverStanding18,constructorStanding18,position18,inPit18,status18,laptime18,driverId19,driverStanding19,constructorStanding19,position19,inPit19,status19,laptime19,driverId20,driverStanding20,constructorStanding20,position20,inPit20,status20,laptime20,constructorStanding21,constructorStanding22,driverId21,driverId22,driverStanding21,driverStanding22,inPit21,inPit22,laptime21,laptime22,position21,position22,status21,status22
0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,89.493,3.0,1.0,1.0,2.0,0.0,0.0,89.57,20.0,3.0,2.0,3.0,0.0,0.0,90.012,8.0,18.0,2.0,4.0,0.0,0.0,90.244,817.0,4.0,4.0,5.0,0.0,0.0,90.854,822.0,8.0,3.0,6.0,0.0,0.0,91.15299999999999,13.0,5.0,3.0,7.0,0.0,0.0,91.155,807.0,7.0,6.0,8.0,0.0,0.0,91.62,154.0,6.0,5.0,9.0,0.0,0.0,91.756,830.0,10.0,7.0,10.0,0.0,0.0,91.77199999999999,832.0,9.0,7.0,11.0,0.0,0.0,91.816,838.0,20.0,9.0,12.0,0.0,0.0,91.934,821.0,20.0,5.0,13.0,0.0,0.0,91.945,18.0,14.0,9.0,14.0,0.0,0.0,91.998,826.0,22.0,4.0,15.0,0.0,0.0,92.241,836.0,16.0,11.0,16.0,0.0,0.0,92.806,828.0,17.0,10.0,17.0,0.0,0.0,92.84,815.0,13.0,6.0,18.0,0.0,0.0,92.911,835.0,11.0,8.0,20.0,0.0,0.0,93.438,837.0,19.0,11.0,21.0,0.0,0.0,94.19,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,94.388,93.181,22.0,19.0,0.0,0.0
1,3.0,1.0,2.0,1.0,7.0,0.0,0.0,104.787,3.0,1.0,1.0,1.0,0.0,0.0,99.458,20.0,3.0,2.0,21.0,0.0,5.0,0.0,8.0,18.0,2.0,5.0,0.0,0.0,103.779,817.0,4.0,4.0,4.0,0.0,0.0,102.56,822.0,8.0,3.0,3.0,0.0,0.0,101.95,13.0,5.0,3.0,2.0,0.0,0.0,101.13300000000001,807.0,7.0,6.0,16.0,1.0,0.0,108.981,154.0,6.0,5.0,6.0,0.0,0.0,104.134,830.0,10.0,7.0,9.0,0.0,0.0,106.223,832.0,9.0,7.0,11.0,0.0,0.0,107.731,838.0,20.0,9.0,13.0,0.0,0.0,108.009,821.0,20.0,5.0,8.0,0.0,0.0,105.36500000000001,18.0,14.0,9.0,10.0,0.0,0.0,106.57900000000001,826.0,22.0,4.0,15.0,0.0,0.0,108.782,836.0,16.0,11.0,14.0,0.0,0.0,108.53999999999999,828.0,17.0,10.0,17.0,0.0,0.0,109.664,815.0,13.0,6.0,12.0,0.0,0.0,108.005,835.0,11.0,8.0,21.0,0.0,9.0,0.0,837.0,19.0,11.0,18.0,0.0,0.0,110.038,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,110.175,110.313,19.0,20.0,0.0,0.0
2,3.0,1.0,2.0,1.0,7.0,0.0,0.0,99.207,3.0,1.0,1.0,1.0,0.0,0.0,98.149,20.0,3.0,2.0,21.0,0.0,5.0,0.0,8.0,18.0,2.0,5.0,0.0,0.0,98.07900000000001,817.0,4.0,4.0,4.0,0.0,0.0,98.452,822.0,8.0,3.0,3.0,0.0,0.0,98.576,13.0,5.0,3.0,2.0,0.0,0.0,98.218,807.0,7.0,6.0,19.0,0.0,0.0,125.539,154.0,6.0,5.0,6.0,0.0,0.0,99.25800000000001,830.0,10.0,7.0,9.0,0.0,0.0,99.114,832.0,9.0,7.0,20.0,1.0,0.0,133.727,838.0,20.0,9.0,11.0,0.0,0.0,99.668,821.0,20.0,5.0,8.0,0.0,0.0,99.34100000000001,18.0,14.0,9.0,10.0,0.0,0.0,99.523,826.0,22.0,4.0,12.0,0.0,0.0,101.936,836.0,16.0,11.0,13.0,0.0,0.0,103.00999999999999,828.0,17.0,10.0,15.0,0.0,0.0,102.908,815.0,13.0,6.0,18.0,1.0,0.0,106.146,835.0,11.0,8.0,21.0,0.0,9.0,0.0,837.0,19.0,11.0,17.0,0.0,0.0,103.75800000000001,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,101.952,102.594,14.0,16.0,0.0,0.0
3,3.0,1.0,2.0,1.0,7.0,0.0,0.0,98.786,3.0,1.0,1.0,1.0,0.0,0.0,97.731,20.0,3.0,2.0,21.0,0.0,5.0,0.0,8.0,18.0,2.0,5.0,0.0,0.0,98.934,817.0,4.0,4.0,4.0,0.0,0.0,99.232,822.0,8.0,3.0,3.0,0.0,0.0,99.062,13.0,5.0,3.0,2.0,0.0,0.0,99.15,807.0,7.0,6.0,18.0,0.0,0.0,98.405,154.0,6.0,5.0,6.0,0.0,0.0,98.918,830.0,10.0,7.0,9.0,0.0,0.0,99.184,832.0,9.0,7.0,20.0,0.0,0.0,124.378,838.0,20.0,9.0,11.0,0.0,0.0,99.417,821.0,20.0,5.0,8.0,0.0,0.0,99.342,18.0,14.0,9.0,10.0,0.0,0.0,99.42699999999999,826.0,22.0,4.0,12.0,0.0,0.0,99.166,836.0,16.0,11.0,13.0,0.0,0.0,99.93,828.0,17.0,10.0,15.0,0.0,0.0,100.45400000000001,815.0,13.0,6.0,19.0,0.0,0.0,122.999,835.0,11.0,8.0,21.0,0.0,9.0,0.0,837.0,19.0,11.0,17.0,0.0,0.0,101.25999999999999,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,100.322,101.069,14.0,16.0,0.0,0.0
4,3.0,1.0,2.0,1.0,6.0,0.0,0.0,98.029,3.0,1.0,1.0,1.0,0.0,0.0,97.483,20.0,3.0,2.0,21.0,0.0,5.0,0.0,8.0,18.0,2.0,5.0,0.0,0.0,99.062,817.0,4.0,4.0,4.0,0.0,0.0,99.311,822.0,8.0,3.0,3.0,0.0,0.0,99.333,13.0,5.0,3.0,2.0,0.0,0.0,99.274,807.0,7.0,6.0,18.0,0.0,0.0,98.714,154.0,6.0,5.0,7.0,0.0,0.0,99.755,830.0,10.0,7.0,9.0,0.0,0.0,100.057,832.0,9.0,7.0,20.0,0.0,0.0,99.525,838.0,20.0,9.0,11.0,0.0,0.0,99.8,821.0,20.0,5.0,8.0,0.0,0.0,99.836,18.0,14.0,9.0,10.0,0.0,0.0,99.751,826.0,22.0,4.0,12.0,0.0,0.0,99.594,836.0,16.0,11.0,13.0,0.0,0.0,100.26599999999999,828.0,17.0,10.0,15.0,0.0,0.0,100.523,815.0,13.0,6.0,19.0,0.0,0.0,97.384,835.0,11.0,8.0,21.0,0.0,9.0,0.0,837.0,19.0,11.0,17.0,0.0,0.0,101.756,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,100.541,100.809,14.0,16.0,0.0,0.0
5,3.0,1.0,2.0,1.0,6.0,0.0,0.0,99.27199999999999,3.0,1.0,1.0,1.0,0.0,0.0,97.663,20.0,3.0,2.0,21.0,0.0,5.0,0.0,8.0,18.0,2.0,5.0,0.0,0.0,99.727,817.0,4.0,4.0,4.0,0.0,0.0,99.51400000000001,822.0,8.0,3.0,3.0,0.0,0.0,99.52000000000001,13.0,5.0,3.0,2.0,0.0,0.0,99.41499999999999,807.0,7.0,6.0,18.0,0.0,0.0,99.02600000000001,154.0,6.0,5.0,7.0,0.0,0.0,99.43,830.0,10.0,7.0,9.0,0.0,0.0,99.6,832.0,9.0,7.0,20.0,0.0,0.0,99.828,838.0,20.0,9.0,11.0,0.0,0.0,100.039,821.0,20.0,5.0,8.0,0.0,0.0,99.813,18.0,14.0,9.0,10.0,0.0,0.0,99.89500000000001,826.0,22.0,4.0,12.0,0.0,0.0,99.85,836.0,16.0,11.0,13.0,0.0,0.0,100.38499999999999,828.0,17.0,10.0,15.0,0.0,0.0,100.881,815.0,13.0,6.0,19.0,0.0,0.0,97.881,835.0,11.0,8.0,21.0,0.0,9.0,0.0,837.0,19.0,11.0,17.0,0.0,0.0,100.77799999999999,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,100.697,100.707,14.0,16.0,0.0,0.0
6,3.0,1.0,2.0,1.0,5.0,0.0,0.0,99.89500000000001,3.0,1.0,1.0,1.0,0.0,0.0,97.75399999999999,20.0,3.0,2.0,21.0,0.0,5.0,0.0,8.0,18.0,2.0,4.0,0.0,0.0,99.146,817.0,4.0,4.0,7.0,1.0,0.0,103.243,822.0,8.0,3.0,3.0,0.0,0.0,99.912,13.0,5.0,3.0,2.0,0.0,0.0,99.62299999999999,807.0,7.0,6.0,18.0,0.0,0.0,99.057,154.0,6.0,5.0,6.0,0.0,0.0,99.90899999999999,830.0,10.0,7.0,9.0,0.0,0.0,100.279,832.0,9.0,7.0,20.0,0.0,0.0,99.905,838.0,20.0,9.0,11.0,0.0,0.0,100.649,821.0,20.0,5.0,8.0,0.0,0.0,99.793,18.0,14.0,9.0,10.0,0.0,131.0,0.0,826.0,22.0,4.0,12.0,0.0,0.0,99.97200000000001,836.0,16.0,11.0,13.0,0.0,0.0,100.72999999999999,828.0,17.0,10.0,15.0,0.0,0.0,100.69,815.0,13.0,6.0,19.0,0.0,0.0,98.468,835.0,11.0,8.0,21.0,0.0,9.0,0.0,837.0,19.0,11.0,17.0,0.0,0.0,100.62700000000001,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,100.77000000000001,100.964,14.0,16.0,0.0,0.0
7,3.0,1.0,2.0,1.0,5.0,0.0,0.0,99.917,3.0,1.0,1.0,1.0,0.0,0.0,97.787,20.0,3.0,2.0,21.0,0.0,5.0,0.0,8.0,18.0,2.0,2.0,0.0,0.0,99.114,817.0,4.0,4.0,16.0,0.0,0.0,117.902,822.0,8.0,3.0,4.0,0.0,0.0,101.279,13.0,5.0,3.0,3.0,1.0,0.0,102.431,807.0,7.0,6.0,17.0,0.0,0.0,99.47999999999999,154.0,6.0,5.0,6.0,0.0,0.0,100.167,830.0,10.0,7.0,8.0,0.0,0.0,99.994,832.0,9.0,7.0,19.0,0.0,0.0,100.00800000000001,838.0,20.0,9.0,9.0,0.0,0.0,100.73400000000001,821.0,20.0,5.0,7.0,0.0,0.0,99.961,18.0,14.0,9.0,21.0,0.0,131.0,0.0,826.0,22.0,4.0,10.0,0.0,0.0,100.553,836.0,16.0,11.0,11.0,0.0,0.0,100.825,828.0,17.0,10.0,13.0,0.0,0.0,100.886,815.0,13.0,6.0,18.0,0.0,0.0,99.249,835.0,11.0,8.0,21.0,0.0,9.0,0.0,837.0,19.0,11.0,15.0,0.0,0.0,100.94200000000001,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,100.75399999999999,101.065,12.0,14.0,0.0,0.0
8,3.0,1.0,2.0,1.0,3.0,0.0,0.0,98.99199999999999,3.0,1.0,1.0,1.0,0.0,0.0,97.80799999999999,20.0,3.0,2.0,21.0,0.0,5.0,0.0,8.0,18.0,2.0,2.0,0.0,0.0,98.995,817.0,4.0,4.0,14.0,0.0,0.0,98.967,822.0,8.0,3.0,5.0,1.0,0.0,104.59899999999999,13.0,5.0,3.0,13.0,0.0,0.0,118.989,807.0,7.0,6.0,18.0,0.0,0.0,101.37700000000001,154.0,6.0,5.0,4.0,0.0,0.0,100.686,830.0,10.0,7.0,6.0,0.0,0.0,101.235,832.0,9.0,7.0,19.0,0.0,0.0,100.932,838.0,20.0,9.0,7.0,0.0,0.0,101.174,821.0,20.0,5.0,9.0,1.0,0.0,108.259,18.0,14.0,9.0,21.0,0.0,131.0,0.0,826.0,22.0,4.0,8.0,0.0,0.0,100.52000000000001,836.0,16.0,11.0,10.0,0.0,0.0,100.815,828.0,17.0,10.0,12.0,0.0,0.0,100.786,815.0,13.0,6.0,17.0,0.0,0.0,99.174,835.0,11.0,8.0,21.0,0.0,9.0,0.0,837.0,19.0,11.0,16.0,0.0,0.0,103.538,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,100.831,102.555,11.0,15.0,0.0,0.0
9,3.0,1.0,2.0,1.0,3.0,0.0,0.0,99.098,3.0,1.0,1.0,1.0,0.0,0.0,98.174,20.0,3.0,2.0,21.0,0.0,5.0,0.0,8.0,18.0,2.0,2.0,0.0,0.0,98.64699999999999,817.0,4.0,4.0,12.0,0.0,0.0,99.259,822.0,8.0,3.0,15.0,1.0,0.0,122.312,13.0,5.0,3.0,11.0,0.0,0.0,99.668,807.0,7.0,6.0,17.0,0.0,0.0,100.626,154.0,6.0,5.0,4.0,0.0,0.0,100.414,830.0,10.0,7.0,5.0,0.0,0.0,100.485,832.0,9.0,7.0,19.0,0.0,0.0,101.214,838.0,20.0,9.0,7.0,1.0,0.0,104.14500000000001,821.0,20.0,5.0,18.0,0.0,31.0,0.0,18.0,14.0,9.0,21.0,0.0,131.0,0.0,826.0,22.0,4.0,6.0,0.0,0.0,101.086,836.0,16.0,11.0,8.0,0.0,0.0,100.893,828.0,17.0,10.0,10.0,0.0,0.0,100.822,815.0,13.0,6.0,16.0,0.0,0.0,99.911,835.0,11.0,8.0,21.0,0.0,9.0,0.0,837.0,19.0,11.0,14.0,0.0,0.0,101.018,10.0,8.0,831.0,825.0,15.0,12.0,0.0,0.0,100.899,101.27799999999999,9.0,13.0,0.0,0.0
