,circuitId,driverId1,driverStanding1,constructorStanding1,position1,inPit1,status1,laptime1,driverId2,driverStanding2,constructorStanding2,position2,inPit2,status2,laptime2,driverId3,driverStanding3,constructorStanding3,position3,inPit3,status3,laptime3,driverId4,driverStanding4,constructorStanding4,position4,inPit4,status4,laptime4,driverId5,driverStanding5,constructorStanding5,position5,inPit5,status5,laptime5,driverId6,driverStanding6,constructorStanding6,position6,inPit6,status6,laptime6,driverId7,driverStanding7,constructorStanding7,position7,inPit7,status7,laptime7,driverId8,driverStanding8,constructorStanding8,position8,inPit8,status8,laptime8,driverId9,driverStanding9,constructorStanding9,position9,inPit9,status9,laptime9,driverId10,driverStanding10,constructorStanding10,position10,inPit10,status10,laptime10,driverId11,driverStanding11,constructorStanding11,position11,inPit11,status11,laptime11,driverId12,driverStanding12,constructorStanding12,position12,inPit12,status12,laptime12,driverId13,driverStanding13,constructorStanding13,position13,inPit13,status13,laptime13,driverId14,driverStanding14,constructorStanding14,position14,inPit14,status14,laptime14,driverId15,driverStanding15,constructorStanding15,position15,inPit15,status15,laptime15,driverId16,driverStanding16,constructorStanding16,position16,inPit16,status16,laptime16,driverId17,driverStanding17,constructorStanding17,position17,inPit17,status17,laptime17,driverId18,driverStanding18,constructorStanding18,position18,inPit18,status18,laptime18,driverId19,driverStanding19,constructorStanding19,position19,inPit19,status19,laptime19,driverId20,driverStanding20,constructorStanding20,position20,inPit20,status20,laptime20
0,24.0,822.0,3.0,1.0,1.0,0.0,0.0,96.231,1.0,1.0,1.0,2.0,0.0,0.0,96.40299999999999,20.0,2.0,2.0,3.0,0.0,0.0,96.777,817.0,4.0,3.0,4.0,0.0,0.0,96.959,8.0,5.0,2.0,5.0,0.0,0.0,96.985,830.0,6.0,3.0,6.0,0.0,0.0,97.328,807.0,12.0,7.0,7.0,0.0,0.0,98.282,815.0,7.0,4.0,8.0,0.0,0.0,98.374,839.0,8.0,4.0,9.0,0.0,0.0,98.39699999999999,13.0,10.0,5.0,10.0,0.0,0.0,98.55,4.0,15.0,9.0,11.0,0.0,0.0,98.636,832.0,9.0,7.0,12.0,0.0,0.0,98.725,838.0,16.0,9.0,13.0,0.0,0.0,98.80799999999999,825.0,14.0,8.0,14.0,0.0,0.0,99.298,840.0,11.0,5.0,15.0,0.0,0.0,99.646,154.0,13.0,8.0,16.0,0.0,0.0,99.51599999999999,842.0,21.0,6.0,17.0,0.0,0.0,99.72399999999999,836.0,18.0,10.0,18.0,0.0,0.0,99.93,828.0,20.0,10.0,19.0,0.0,0.0,99.994,843.0,23.0,6.0,20.0,0.0,0.0,100.471
1,24.0,822.0,3.0,1.0,1.0,0.0,0.0,105.087,1.0,1.0,1.0,2.0,0.0,0.0,106.37899999999999,20.0,2.0,2.0,3.0,0.0,0.0,107.471,817.0,4.0,3.0,4.0,0.0,0.0,108.493,8.0,5.0,2.0,5.0,0.0,0.0,109.34,830.0,6.0,3.0,6.0,0.0,0.0,110.038,807.0,12.0,7.0,7.0,0.0,0.0,111.156,815.0,7.0,4.0,8.0,0.0,0.0,112.161,839.0,8.0,4.0,9.0,0.0,0.0,112.913,13.0,10.0,5.0,10.0,0.0,0.0,113.45,4.0,15.0,9.0,11.0,0.0,0.0,113.969,832.0,9.0,7.0,12.0,0.0,0.0,114.443,838.0,16.0,9.0,15.0,0.0,0.0,115.938,825.0,14.0,8.0,20.0,0.0,0.0,120.49,840.0,11.0,5.0,13.0,0.0,0.0,115.043,154.0,13.0,8.0,14.0,0.0,0.0,115.43299999999999,842.0,21.0,6.0,16.0,0.0,0.0,116.701,836.0,18.0,10.0,17.0,0.0,0.0,117.676,828.0,20.0,10.0,19.0,0.0,0.0,119.223,843.0,23.0,6.0,18.0,0.0,0.0,118.569
2,24.0,822.0,3.0,1.0,1.0,0.0,0.0,103.166,1.0,1.0,1.0,2.0,0.0,0.0,103.405,20.0,2.0,2.0,3.0,0.0,0.0,103.632,817.0,4.0,3.0,4.0,0.0,0.0,104.414,8.0,5.0,2.0,5.0,0.0,0.0,104.505,830.0,6.0,3.0,6.0,0.0,0.0,104.76400000000001,807.0,12.0,7.0,7.0,0.0,0.0,105.112,815.0,7.0,4.0,8.0,0.0,0.0,106.00800000000001,839.0,8.0,4.0,9.0,0.0,0.0,106.445,13.0,10.0,5.0,10.0,0.0,0.0,106.97200000000001,4.0,15.0,9.0,11.0,0.0,0.0,107.148,832.0,9.0,7.0,12.0,0.0,0.0,107.292,838.0,16.0,9.0,15.0,0.0,0.0,108.59899999999999,825.0,14.0,8.0,20.0,0.0,0.0,108.699,840.0,11.0,5.0,13.0,0.0,0.0,107.563,154.0,13.0,8.0,14.0,0.0,0.0,107.792,842.0,21.0,6.0,16.0,0.0,0.0,108.34899999999999,836.0,18.0,10.0,17.0,0.0,0.0,108.25999999999999,828.0,20.0,10.0,19.0,0.0,0.0,109.292,843.0,23.0,6.0,18.0,0.0,0.0,108.46000000000001
3,24.0,822.0,3.0,1.0,1.0,0.0,0.0,103.35300000000001,1.0,1.0,1.0,2.0,0.0,0.0,103.24600000000001,20.0,2.0,2.0,3.0,0.0,0.0,103.689,817.0,4.0,3.0,4.0,0.0,0.0,103.73599999999999,8.0,5.0,2.0,5.0,0.0,0.0,103.99799999999999,830.0,6.0,3.0,6.0,0.0,0.0,104.019,807.0,12.0,7.0,7.0,0.0,0.0,104.602,815.0,7.0,4.0,8.0,0.0,0.0,105.468,839.0,8.0,4.0,9.0,0.0,0.0,105.54599999999999,13.0,10.0,5.0,10.0,0.0,0.0,105.588,4.0,15.0,9.0,11.0,0.0,0.0,105.89500000000001,832.0,9.0,7.0,12.0,0.0,0.0,105.97,838.0,16.0,9.0,15.0,0.0,0.0,107.277,825.0,14.0,8.0,20.0,0.0,0.0,107.40299999999999,840.0,11.0,5.0,13.0,0.0,0.0,106.38300000000001,154.0,13.0,8.0,14.0,0.0,0.0,106.431,842.0,21.0,6.0,16.0,0.0,0.0,107.68,836.0,18.0,10.0,17.0,0.0,0.0,107.64500000000001,828.0,20.0,10.0,19.0,0.0,0.0,107.167,843.0,23.0,6.0,18.0,0.0,0.0,107.396
4,24.0,822.0,3.0,1.0,1.0,0.0,0.0,103.36,1.0,1.0,1.0,2.0,0.0,0.0,103.137,20.0,2.0,2.0,3.0,0.0,0.0,103.422,817.0,4.0,3.0,4.0,0.0,0.0,103.44200000000001,8.0,5.0,2.0,5.0,0.0,0.0,103.935,830.0,6.0,3.0,6.0,0.0,0.0,103.926,807.0,12.0,7.0,7.0,0.0,0.0,104.50999999999999,815.0,7.0,4.0,8.0,0.0,0.0,104.822,839.0,8.0,4.0,9.0,0.0,0.0,105.017,13.0,10.0,5.0,10.0,0.0,0.0,105.561,4.0,15.0,9.0,11.0,0.0,0.0,105.576,832.0,9.0,7.0,12.0,0.0,0.0,105.613,838.0,16.0,9.0,15.0,0.0,0.0,106.186,825.0,14.0,8.0,20.0,0.0,0.0,106.75999999999999,840.0,11.0,5.0,13.0,0.0,0.0,105.713,154.0,13.0,8.0,14.0,0.0,0.0,105.777,842.0,21.0,6.0,16.0,0.0,0.0,106.337,836.0,18.0,10.0,17.0,0.0,0.0,106.837,828.0,20.0,10.0,19.0,0.0,0.0,107.08500000000001,843.0,23.0,6.0,18.0,0.0,0.0,107.003
5,24.0,822.0,3.0,1.0,1.0,0.0,0.0,103.011,1.0,1.0,1.0,2.0,0.0,0.0,103.12700000000001,20.0,2.0,2.0,3.0,0.0,0.0,103.319,817.0,4.0,3.0,4.0,0.0,0.0,103.432,8.0,5.0,2.0,5.0,0.0,0.0,104.023,830.0,6.0,3.0,6.0,0.0,0.0,103.97399999999999,807.0,12.0,7.0,7.0,0.0,0.0,104.769,815.0,7.0,4.0,8.0,0.0,0.0,104.72999999999999,839.0,8.0,4.0,9.0,0.0,0.0,105.02000000000001,13.0,10.0,5.0,10.0,0.0,0.0,105.595,4.0,15.0,9.0,11.0,0.0,0.0,105.50399999999999,832.0,9.0,7.0,12.0,0.0,0.0,105.63900000000001,838.0,16.0,9.0,15.0,0.0,0.0,106.57900000000001,825.0,14.0,8.0,20.0,0.0,0.0,107.197,840.0,11.0,5.0,13.0,0.0,0.0,105.831,154.0,13.0,8.0,14.0,0.0,0.0,105.726,842.0,21.0,6.0,16.0,0.0,0.0,106.497,836.0,18.0,10.0,17.0,0.0,0.0,106.765,828.0,20.0,10.0,19.0,0.0,0.0,107.029,843.0,23.0,6.0,18.0,0.0,0.0,107.11699999999999
6,24.0,822.0,3.0,1.0,1.0,0.0,0.0,102.826,1.0,1.0,1.0,2.0,0.0,0.0,103.142,20.0,2.0,2.0,3.0,0.0,0.0,103.156,817.0,4.0,3.0,4.0,0.0,0.0,103.21600000000001,8.0,5.0,2.0,5.0,0.0,0.0,103.402,830.0,6.0,3.0,6.0,0.0,0.0,103.537,807.0,12.0,7.0,7.0,0.0,0.0,104.513,815.0,7.0,4.0,8.0,0.0,0.0,104.685,839.0,8.0,4.0,9.0,0.0,0.0,104.8,13.0,10.0,5.0,10.0,0.0,0.0,105.42,4.0,15.0,9.0,11.0,0.0,0.0,105.598,832.0,9.0,7.0,12.0,0.0,0.0,105.507,838.0,16.0,9.0,15.0,0.0,0.0,106.319,825.0,14.0,8.0,20.0,0.0,0.0,106.957,840.0,11.0,5.0,13.0,0.0,0.0,106.8,154.0,13.0,8.0,14.0,0.0,0.0,106.92099999999999,842.0,21.0,6.0,16.0,0.0,0.0,106.507,836.0,18.0,10.0,17.0,0.0,0.0,106.643,828.0,20.0,10.0,19.0,0.0,0.0,106.905,843.0,23.0,6.0,18.0,0.0,0.0,106.76400000000001
7,24.0,822.0,3.0,1.0,1.0,0.0,0.0,102.825,1.0,1.0,1.0,2.0,0.0,0.0,103.05,20.0,2.0,2.0,3.0,0.0,0.0,103.19800000000001,817.0,4.0,3.0,4.0,0.0,0.0,103.24199999999999,8.0,5.0,2.0,5.0,0.0,0.0,103.465,830.0,6.0,3.0,6.0,0.0,0.0,103.97,807.0,12.0,7.0,7.0,0.0,0.0,104.375,815.0,7.0,4.0,8.0,0.0,0.0,104.32900000000001,839.0,8.0,4.0,9.0,0.0,0.0,104.811,13.0,10.0,5.0,10.0,0.0,0.0,105.106,4.0,15.0,9.0,11.0,0.0,0.0,105.636,832.0,9.0,7.0,12.0,0.0,0.0,105.60499999999999,838.0,16.0,9.0,15.0,0.0,0.0,106.26599999999999,825.0,14.0,8.0,19.0,0.0,0.0,106.344,840.0,11.0,5.0,13.0,0.0,0.0,106.3,154.0,13.0,8.0,14.0,0.0,0.0,106.225,842.0,21.0,6.0,16.0,0.0,0.0,106.565,836.0,18.0,10.0,17.0,0.0,0.0,106.384,828.0,20.0,10.0,20.0,0.0,0.0,108.10900000000001,843.0,23.0,6.0,18.0,0.0,0.0,106.77199999999999
8,24.0,822.0,3.0,1.0,1.0,0.0,0.0,102.86099999999999,1.0,1.0,1.0,2.0,0.0,0.0,102.94200000000001,20.0,2.0,2.0,3.0,0.0,0.0,103.019,817.0,4.0,3.0,4.0,0.0,0.0,103.176,8.0,5.0,2.0,5.0,0.0,0.0,103.88300000000001,830.0,6.0,3.0,6.0,0.0,0.0,103.814,807.0,12.0,7.0,7.0,0.0,0.0,104.269,815.0,7.0,4.0,8.0,0.0,0.0,104.372,839.0,8.0,4.0,9.0,0.0,0.0,104.761,13.0,10.0,5.0,10.0,0.0,0.0,105.14699999999999,4.0,15.0,9.0,11.0,0.0,0.0,105.197,832.0,9.0,7.0,12.0,0.0,0.0,105.46000000000001,838.0,16.0,9.0,15.0,0.0,0.0,106.2,825.0,14.0,8.0,19.0,0.0,0.0,106.324,840.0,11.0,5.0,13.0,0.0,0.0,106.08500000000001,154.0,13.0,8.0,14.0,0.0,0.0,106.03399999999999,842.0,21.0,6.0,16.0,0.0,0.0,106.37899999999999,836.0,18.0,10.0,17.0,0.0,0.0,106.493,828.0,20.0,10.0,20.0,0.0,0.0,106.987,843.0,23.0,6.0,18.0,0.0,0.0,106.614
9,24.0,822.0,3.0,1.0,1.0,0.0,0.0,102.988,1.0,1.0,1.0,2.0,0.0,0.0,102.97999999999999,20.0,2.0,2.0,3.0,0.0,0.0,103.288,817.0,4.0,3.0,4.0,0.0,0.0,103.09100000000001,8.0,5.0,2.0,5.0,0.0,0.0,103.59100000000001,830.0,6.0,3.0,6.0,0.0,0.0,103.616,807.0,12.0,7.0,7.0,0.0,0.0,104.01400000000001,815.0,7.0,4.0,8.0,0.0,0.0,104.663,839.0,8.0,4.0,9.0,0.0,0.0,104.69200000000001,13.0,10.0,5.0,10.0,0.0,0.0,105.219,4.0,15.0,9.0,11.0,0.0,0.0,105.193,832.0,9.0,7.0,12.0,0.0,0.0,105.451,838.0,16.0,9.0,15.0,0.0,0.0,106.113,825.0,14.0,8.0,19.0,0.0,0.0,106.243,840.0,11.0,5.0,13.0,0.0,0.0,106.87899999999999,154.0,13.0,8.0,14.0,0.0,0.0,106.935,842.0,21.0,6.0,16.0,0.0,0.0,106.07300000000001,836.0,18.0,10.0,17.0,0.0,0.0,106.25999999999999,828.0,20.0,10.0,20.0,0.0,0.0,106.357,843.0,23.0,6.0,18.0,0.0,0.0,106.398
