,circuitId,driverId1,driverStanding1,constructorStanding1,position1,inPit1,status1,laptime1,driverId2,driverStanding2,constructorStanding2,position2,inPit2,status2,laptime2,driverId3,driverStanding3,constructorStanding3,position3,inPit3,status3,laptime3,driverId4,driverStanding4,constructorStanding4,position4,inPit4,status4,laptime4,driverId5,driverStanding5,constructorStanding5,position5,inPit5,status5,laptime5,driverId6,driverStanding6,constructorStanding6,position6,inPit6,status6,laptime6,driverId7,driverStanding7,constructorStanding7,position7,inPit7,status7,laptime7,driverId8,driverStanding8,constructorStanding8,position8,inPit8,status8,laptime8,driverId9,driverStanding9,constructorStanding9,position9,inPit9,status9,laptime9,driverId10,driverStanding10,constructorStanding10,position10,inPit10,status10,laptime10,driverId11,driverStanding11,constructorStanding11,position11,inPit11,status11,laptime11,driverId12,driverStanding12,constructorStanding12,position12,inPit12,status12,laptime12,driverId13,driverStanding13,constructorStanding13,position13,inPit13,status13,laptime13,driverId14,driverStanding14,constructorStanding14,position14,inPit14,status14,laptime14,driverId15,driverStanding15,constructorStanding15,position15,inPit15,status15,laptime15,driverId16,driverStanding16,constructorStanding16,position16,inPit16,status16,laptime16,driverId17,driverStanding17,constructorStanding17,position17,inPit17,status17,laptime17,driverId18,driverStanding18,constructorStanding18,position18,inPit18,status18,laptime18,driverId19,driverStanding19,constructorStanding19,position19,inPit19,status19,laptime19,driverId20,driverStanding20,constructorStanding20,position20,inPit20,status20,laptime20,constructorStanding21,constructorStanding22,driverId21,driverId22,driverStanding21,driverStanding22,inPit21,inPit22,laptime21,laptime22,position21,position22,status21,status22
0,2.0,20.0,3.0,3.0,1.0,0.0,0.0,109.674,13.0,4.0,1.0,2.0,0.0,0.0,110.587,4.0,2.0,1.0,3.0,0.0,0.0,110.727,1.0,5.0,4.0,4.0,0.0,0.0,111.699,17.0,6.0,3.0,5.0,0.0,0.0,112.244,3.0,20.0,4.0,6.0,0.0,0.0,112.519,18.0,9.0,6.0,8.0,0.0,0.0,113.175,16.0,7.0,5.0,9.0,0.0,0.0,113.439,815.0,11.0,6.0,10.0,0.0,0.0,114.136,8.0,1.0,2.0,7.0,0.0,0.0,112.97,154.0,10.0,2.0,11.0,0.0,0.0,97.636,807.0,22.0,8.0,12.0,0.0,0.0,98.125,817.0,19.0,7.0,13.0,0.0,0.0,98.822,821.0,13.0,8.0,14.0,0.0,0.0,99.221,814.0,8.0,5.0,15.0,0.0,0.0,104.509,813.0,21.0,9.0,16.0,0.0,0.0,97.86699999999999,818.0,12.0,7.0,17.0,0.0,0.0,98.157,822.0,14.0,9.0,18.0,0.0,0.0,98.207,824.0,15.0,10.0,19.0,0.0,0.0,98.434,819.0,16.0,11.0,20.0,0.0,0.0,99.314,10.0,11.0,820.0,823.0,17.0,18.0,0.0,0.0,99.672,99.932,21.0,22.0,0.0,0.0
1,2.0,20.0,3.0,3.0,1.0,0.0,0.0,121.79,13.0,4.0,1.0,6.0,0.0,0.0,127.716,4.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,5.0,4.0,4.0,0.0,0.0,125.768,17.0,6.0,3.0,3.0,0.0,0.0,125.298,3.0,20.0,4.0,7.0,0.0,0.0,127.937,18.0,9.0,6.0,5.0,0.0,0.0,127.046,16.0,7.0,5.0,9.0,0.0,0.0,129.129,815.0,11.0,6.0,8.0,0.0,0.0,128.74099999999999,8.0,1.0,2.0,12.0,0.0,0.0,131.135,154.0,10.0,2.0,13.0,0.0,0.0,131.346,807.0,22.0,8.0,10.0,0.0,0.0,129.804,817.0,19.0,7.0,11.0,0.0,0.0,130.567,821.0,13.0,8.0,16.0,0.0,0.0,133.007,814.0,8.0,5.0,14.0,0.0,0.0,131.81,813.0,21.0,9.0,15.0,0.0,0.0,132.738,818.0,12.0,7.0,18.0,0.0,0.0,134.774,822.0,14.0,9.0,22.0,0.0,0.0,137.676,824.0,15.0,10.0,20.0,0.0,0.0,135.97899999999998,819.0,16.0,11.0,17.0,0.0,0.0,133.869,10.0,11.0,820.0,823.0,17.0,18.0,0.0,0.0,136.626,134.824,21.0,19.0,0.0,0.0
2,2.0,20.0,3.0,3.0,1.0,0.0,0.0,117.12700000000001,13.0,4.0,1.0,6.0,0.0,0.0,120.601,4.0,2.0,1.0,21.0,0.0,4.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,117.79599999999999,17.0,6.0,3.0,2.0,0.0,0.0,116.963,3.0,20.0,4.0,5.0,0.0,0.0,118.701,18.0,9.0,6.0,4.0,0.0,0.0,119.307,16.0,7.0,5.0,8.0,0.0,0.0,120.512,815.0,11.0,6.0,7.0,0.0,0.0,120.22,8.0,1.0,2.0,11.0,0.0,0.0,121.195,154.0,10.0,2.0,12.0,0.0,0.0,121.218,807.0,22.0,8.0,9.0,0.0,0.0,120.453,817.0,19.0,7.0,10.0,0.0,0.0,121.111,821.0,13.0,8.0,15.0,0.0,0.0,122.318,814.0,8.0,5.0,13.0,0.0,0.0,121.236,813.0,21.0,9.0,14.0,0.0,0.0,121.731,818.0,12.0,7.0,16.0,0.0,0.0,121.658,822.0,14.0,9.0,21.0,0.0,0.0,122.831,824.0,15.0,10.0,19.0,0.0,0.0,122.876,819.0,16.0,11.0,17.0,0.0,0.0,122.729,10.0,11.0,820.0,823.0,17.0,18.0,0.0,0.0,123.326,122.752,20.0,18.0,0.0,0.0
3,2.0,20.0,3.0,3.0,1.0,0.0,0.0,116.672,13.0,4.0,1.0,6.0,0.0,0.0,119.58,4.0,2.0,1.0,21.0,0.0,4.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,117.657,17.0,6.0,3.0,2.0,0.0,0.0,117.131,3.0,20.0,4.0,4.0,0.0,0.0,117.787,18.0,9.0,6.0,5.0,0.0,0.0,119.60900000000001,16.0,7.0,5.0,8.0,0.0,0.0,120.423,815.0,11.0,6.0,7.0,0.0,0.0,120.029,8.0,1.0,2.0,11.0,0.0,0.0,120.298,154.0,10.0,2.0,12.0,0.0,0.0,120.292,807.0,22.0,8.0,9.0,0.0,0.0,120.382,817.0,19.0,7.0,10.0,0.0,0.0,120.63,821.0,13.0,8.0,15.0,0.0,0.0,120.712,814.0,8.0,5.0,13.0,0.0,0.0,121.388,813.0,21.0,9.0,14.0,0.0,0.0,121.149,818.0,12.0,7.0,16.0,0.0,0.0,119.935,822.0,14.0,9.0,20.0,0.0,0.0,121.889,824.0,15.0,10.0,19.0,0.0,0.0,121.888,819.0,16.0,11.0,17.0,0.0,0.0,121.676,10.0,11.0,820.0,823.0,17.0,18.0,0.0,0.0,124.426,121.871,21.0,18.0,0.0,0.0
4,2.0,20.0,3.0,3.0,1.0,0.0,0.0,117.267,13.0,4.0,1.0,6.0,0.0,0.0,119.658,4.0,2.0,1.0,21.0,0.0,4.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,117.743,17.0,6.0,3.0,2.0,0.0,0.0,117.049,3.0,20.0,4.0,4.0,0.0,0.0,116.98400000000001,18.0,9.0,6.0,5.0,0.0,0.0,119.518,16.0,7.0,5.0,9.0,0.0,0.0,121.215,815.0,11.0,6.0,7.0,0.0,0.0,120.474,8.0,1.0,2.0,12.0,0.0,0.0,121.057,154.0,10.0,2.0,11.0,0.0,0.0,120.186,807.0,22.0,8.0,8.0,0.0,0.0,119.196,817.0,19.0,7.0,10.0,0.0,0.0,120.46,821.0,13.0,8.0,14.0,0.0,0.0,119.658,814.0,8.0,5.0,13.0,0.0,0.0,120.96,813.0,21.0,9.0,15.0,0.0,0.0,121.43,818.0,12.0,7.0,16.0,0.0,0.0,120.814,822.0,14.0,9.0,20.0,0.0,0.0,120.708,824.0,15.0,10.0,19.0,0.0,0.0,121.771,819.0,16.0,11.0,17.0,0.0,0.0,121.517,10.0,11.0,820.0,823.0,17.0,18.0,0.0,0.0,121.714,122.061,21.0,18.0,0.0,0.0
5,2.0,20.0,3.0,3.0,2.0,1.0,0.0,120.467,13.0,4.0,1.0,8.0,1.0,0.0,123.207,4.0,2.0,1.0,21.0,0.0,4.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,117.432,17.0,6.0,3.0,1.0,0.0,0.0,116.588,3.0,20.0,4.0,4.0,0.0,0.0,117.368,18.0,9.0,6.0,5.0,0.0,0.0,118.905,16.0,7.0,5.0,9.0,0.0,0.0,119.86,815.0,11.0,6.0,7.0,0.0,0.0,120.855,8.0,1.0,2.0,12.0,0.0,0.0,120.347,154.0,10.0,2.0,10.0,0.0,0.0,118.594,807.0,22.0,8.0,6.0,0.0,0.0,118.225,817.0,19.0,7.0,11.0,0.0,0.0,120.58,821.0,13.0,8.0,14.0,0.0,0.0,120.334,814.0,8.0,5.0,13.0,0.0,0.0,119.68299999999999,813.0,21.0,9.0,16.0,0.0,0.0,121.282,818.0,12.0,7.0,15.0,0.0,0.0,120.056,822.0,14.0,9.0,20.0,0.0,0.0,121.404,824.0,15.0,10.0,19.0,0.0,0.0,121.397,819.0,16.0,11.0,17.0,0.0,0.0,121.085,10.0,11.0,820.0,823.0,17.0,18.0,0.0,0.0,121.581,120.684,21.0,18.0,0.0,0.0
6,2.0,20.0,3.0,3.0,7.0,0.0,0.0,138.058,13.0,4.0,1.0,20.0,0.0,0.0,139.91,4.0,2.0,1.0,21.0,0.0,4.0,0.0,1.0,5.0,4.0,2.0,0.0,0.0,116.59,17.0,6.0,3.0,1.0,0.0,0.0,115.795,3.0,20.0,4.0,3.0,0.0,0.0,116.559,18.0,9.0,6.0,4.0,0.0,0.0,118.69800000000001,16.0,7.0,5.0,9.0,1.0,0.0,123.858,815.0,11.0,6.0,6.0,0.0,0.0,119.779,8.0,1.0,2.0,13.0,1.0,0.0,124.16,154.0,10.0,2.0,8.0,0.0,0.0,120.277,807.0,22.0,8.0,5.0,0.0,0.0,118.00200000000001,817.0,19.0,7.0,12.0,1.0,0.0,123.666,821.0,13.0,8.0,10.0,0.0,0.0,119.033,814.0,8.0,5.0,14.0,1.0,0.0,123.673,813.0,21.0,9.0,16.0,1.0,0.0,124.069,818.0,12.0,7.0,11.0,0.0,0.0,118.88300000000001,822.0,14.0,9.0,19.0,1.0,0.0,125.467,824.0,15.0,10.0,18.0,1.0,0.0,124.092,819.0,16.0,11.0,15.0,0.0,0.0,119.96000000000001,10.0,11.0,820.0,823.0,17.0,18.0,1.0,1.0,125.444,124.444,21.0,17.0,0.0,0.0
7,2.0,20.0,3.0,3.0,6.0,0.0,0.0,115.376,13.0,4.0,1.0,12.0,0.0,0.0,115.043,4.0,2.0,1.0,21.0,0.0,4.0,0.0,1.0,5.0,4.0,3.0,1.0,0.0,118.733,17.0,6.0,3.0,1.0,1.0,0.0,118.563,3.0,20.0,4.0,2.0,0.0,0.0,115.84100000000001,18.0,9.0,6.0,4.0,1.0,0.0,121.081,16.0,7.0,5.0,17.0,0.0,0.0,149.973,815.0,11.0,6.0,7.0,1.0,0.0,122.245,8.0,1.0,2.0,14.0,0.0,0.0,133.517,154.0,10.0,2.0,8.0,1.0,0.0,120.993,807.0,22.0,8.0,5.0,1.0,0.0,119.321,817.0,19.0,7.0,13.0,0.0,0.0,133.227,821.0,13.0,8.0,9.0,1.0,0.0,121.612,814.0,8.0,5.0,20.0,0.0,0.0,149.966,813.0,21.0,9.0,15.0,0.0,0.0,133.777,818.0,12.0,7.0,10.0,1.0,0.0,122.248,822.0,14.0,9.0,19.0,0.0,0.0,136.098,824.0,15.0,10.0,18.0,0.0,0.0,137.494,819.0,16.0,11.0,11.0,1.0,0.0,123.336,10.0,11.0,820.0,823.0,17.0,18.0,0.0,0.0,141.445,134.676,21.0,16.0,0.0,0.0
8,2.0,20.0,3.0,3.0,3.0,0.0,0.0,110.138,13.0,4.0,1.0,7.0,0.0,0.0,111.043,4.0,2.0,1.0,21.0,0.0,4.0,0.0,1.0,5.0,4.0,4.0,0.0,0.0,131.608,17.0,6.0,3.0,2.0,0.0,0.0,127.937,3.0,20.0,4.0,1.0,1.0,0.0,118.193,18.0,9.0,6.0,5.0,0.0,0.0,127.842,16.0,7.0,5.0,15.0,0.0,0.0,110.271,815.0,11.0,6.0,8.0,0.0,0.0,128.808,8.0,1.0,2.0,11.0,0.0,0.0,111.50800000000001,154.0,10.0,2.0,10.0,0.0,0.0,129.924,807.0,22.0,8.0,6.0,0.0,0.0,129.044,817.0,19.0,7.0,9.0,0.0,0.0,112.43,821.0,13.0,8.0,13.0,0.0,0.0,135.869,814.0,8.0,5.0,18.0,0.0,0.0,108.77600000000001,813.0,21.0,9.0,12.0,0.0,0.0,110.50800000000001,818.0,12.0,7.0,20.0,0.0,0.0,155.906,822.0,14.0,9.0,17.0,0.0,0.0,111.39699999999999,824.0,15.0,10.0,16.0,0.0,0.0,111.561,819.0,16.0,11.0,21.0,0.0,0.0,153.314,10.0,11.0,820.0,823.0,17.0,18.0,0.0,0.0,112.356,112.995,19.0,14.0,0.0,0.0
9,2.0,20.0,3.0,3.0,2.0,0.0,0.0,108.582,13.0,4.0,1.0,7.0,0.0,0.0,108.388,4.0,2.0,1.0,21.0,0.0,4.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,107.499,17.0,6.0,3.0,1.0,0.0,0.0,107.195,3.0,20.0,4.0,4.0,0.0,0.0,125.83,18.0,9.0,6.0,5.0,0.0,0.0,107.757,16.0,7.0,5.0,14.0,0.0,0.0,109.995,815.0,11.0,6.0,8.0,0.0,0.0,108.449,8.0,1.0,2.0,10.0,0.0,0.0,108.743,154.0,10.0,2.0,9.0,0.0,0.0,107.38900000000001,807.0,22.0,8.0,6.0,0.0,0.0,106.622,817.0,19.0,7.0,11.0,0.0,0.0,109.904,821.0,13.0,8.0,13.0,0.0,0.0,108.511,814.0,8.0,5.0,15.0,0.0,0.0,108.376,813.0,21.0,9.0,12.0,0.0,0.0,109.319,818.0,12.0,7.0,20.0,0.0,0.0,108.089,822.0,14.0,9.0,18.0,0.0,0.0,110.59100000000001,824.0,15.0,10.0,17.0,0.0,0.0,110.985,819.0,16.0,11.0,21.0,0.0,0.0,108.88499999999999,10.0,11.0,820.0,823.0,17.0,18.0,0.0,0.0,110.126,111.69,19.0,16.0,0.0,0.0
